OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 000380,05-07-2014,66,Distributor,USD,FLR025,65,14,5,1788.90,8944.50,1305.90
SO - 000381,05-07-2014,77,Distributor,USD,AXW291,15,22,11,944.70,10391.70,538.48
SO - 000382,05-07-2014,133,Distributor,USD,AXW291,26,15,6,3959.70,23758.20,2573.81
SO - 000383,05-07-2014,42,Distributor,USD,AXW291,27,4,12,167.50,2010.00,70.35
SO - 000384,05-07-2014,111,Export,USD,AXW291,19,8,8,3872.60,30980.80,1975.03
SO - 000385,05-07-2014,65,Distributor,USD,GUT930,34,2,5,6539.20,32696.00,3858.13
SO - 000386,05-07-2014,17,Wholesale,USD,AXW291,10,29,6,1025.10,6150.60,779.08
SO - 000387,05-07-2014,11,Wholesale,USD,GUT930,35,8,5,938.00,4690.00,572.18
SO - 000388,05-07-2014,159,Distributor,USD,FLR025,64,18,11,1045.20,11497.20,804.80
SO - 000389,05-07-2014,106,Export,USD,GUT930,37,9,9,167.50,1507.50,112.23
SO - 000390,05-07-2014,86,Distributor,USD,FLR025,61,26,5,1721.90,8609.50,1377.52
SO - 000391,06-07-2014,150,Wholesale,USD,GUT930,44,10,8,676.70,5413.60,466.92
SO - 000392,06-07-2014,151,Wholesale,USD,AXW291,30,25,12,167.50,2010.00,82.08
SO - 000393,06-07-2014,167,Distributor,USD,GUT930,46,4,10,1118.90,11189.00,895.12
SO - 000394,06-07-2014,10,Distributor,USD,AXW291,5,9,6,1139.00,6834.00,933.98
SO - 000395,06-07-2014,99,Wholesale,USD,NXH382,50,2,5,1748.70,8743.50,751.94
SO - 000396,06-07-2014,133,Distributor,USD,NXH382,47,15,11,1728.60,19014.60,1140.88
SO - 000397,06-07-2014,78,Distributor,USD,GUT930,33,14,5,1112.20,5561.00,500.49
SO - 000398,06-07-2014,49,Distributor,USD,AXW291,11,17,11,2385.20,26237.20,1454.97
SO - 000399,06-07-2014,11,Export,USD,AXW291,15,1,12,221.10,2653.20,172.46
SO - 000400,07-07-2014,7,Wholesale,USD,AXW291,22,10,6,5708.40,34250.40,2682.95
SO - 000401,07-07-2014,103,Wholesale,USD,NXH382,52,3,7,1038.50,7269.50,830.80
SO - 000402,07-07-2014,34,Distributor,USD,AXW291,4,11,7,3993.20,27952.40,3234.49
SO - 000403,07-07-2014,97,Distributor,USD,GUT930,35,25,12,1085.40,13024.80,792.34
SO - 000404,07-07-2014,22,Wholesale,USD,NXH382,50,18,11,3886.00,42746.00,2020.72
SO - 000405,07-07-2014,155,Wholesale,USD,NXH382,53,28,6,3986.50,23919.00,2670.96
SO - 000406,07-07-2014,147,Wholesale,USD,AXW291,22,25,8,1206.00,9648.00,988.92
SO - 000407,08-07-2014,39,Export,USD,FLR025,65,16,6,1842.50,11055.00,1050.23
SO - 000408,08-07-2014,95,Distributor,USD,NXH382,54,18,6,5051.80,30310.80,2930.04
SO - 000409,08-07-2014,107,Distributor,USD,GUT930,45,5,11,1165.80,12823.80,466.32
SO - 000410,08-07-2014,171,Wholesale,USD,FLR025,60,26,11,3966.40,43630.40,2340.18
SO - 000411,08-07-2014,20,Wholesale,USD,NXH382,58,10,9,1802.30,16220.70,1495.91
SO - 000412,09-07-2014,37,Wholesale,USD,AXW291,28,18,8,1105.50,8844.00,851.24
SO - 000413,09-07-2014,143,Wholesale,USD,AXW291,9,17,9,1889.40,17004.60,1398.16
SO - 000414,09-07-2014,3,Wholesale,USD,FLR025,63,25,6,1018.40,6110.40,661.96
SO - 000415,09-07-2014,50,Wholesale,USD,NXH382,53,22,12,3865.90,46390.80,2822.11
SO - 000416,09-07-2014,6,Wholesale,USD,GUT930,46,20,10,998.30,9983.00,449.24
SO - 000417,09-07-2014,102,Distributor,USD,AXW291,27,25,6,254.60,1527.60,127.30
SO - 000418,09-07-2014,46,Wholesale,USD,AXW291,2,6,7,703.50,4924.50,316.58
SO - 000419,09-07-2014,32,Wholesale,USD,AXW291,12,16,7,1092.10,7644.70,546.05
SO - 000420,09-07-2014,128,Export,USD,AXW291,11,15,8,1038.50,8308.00,560.79
SO - 000421,09-07-2014,99,Distributor,USD,GUT930,34,16,12,2398.60,28783.20,1894.89
SO - 000422,10-07-2014,54,Export,USD,AXW291,27,8,6,897.80,5386.80,368.10
SO - 000423,10-07-2014,50,Wholesale,USD,AXW291,8,14,12,5212.60,62551.20,3179.69
SO - 000424,10-07-2014,161,Export,USD,AXW291,19,12,5,254.60,1273.00,206.23
SO - 000425,10-07-2014,130,Distributor,USD,GUT930,43,29,7,3926.20,27483.40,2120.15
SO - 000426,10-07-2014,140,Wholesale,USD,NXH382,57,15,7,1165.80,8160.60,582.90
SO - 000427,10-07-2014,2,Export,USD,GUT930,33,17,8,3859.20,30873.60,2354.11
SO - 000428,10-07-2014,75,Export,USD,AXW291,13,14,5,167.50,837.50,100.50
SO - 000429,10-07-2014,75,Distributor,USD,NXH382,60,1,9,1681.70,15135.30,891.30
SO - 000430,10-07-2014,59,Export,USD,AXW291,25,13,7,924.60,6472.20,665.71
SO - 000431,10-07-2014,145,Wholesale,USD,AXW291,22,3,9,3966.40,35697.60,3371.44
SO - 000432,10-07-2014,156,Distributor,USD,NXH382,51,19,6,938.00,5628.00,450.24
SO - 000433,11-07-2014,96,Distributor,USD,AXW291,15,4,8,1983.20,15865.60,1090.76
SO - 000434,11-07-2014,127,Wholesale,USD,AXW291,30,5,10,2586.20,25862.00,2094.82
SO - 000435,12-07-2014,119,Export,USD,AXW291,16,13,12,3061.90,36742.80,2051.47
SO - 000436,12-07-2014,98,Export,USD,NXH382,58,3,11,1051.90,11570.90,452.32
SO - 000437,12-07-2014,26,Export,USD,GUT930,41,18,9,261.30,2351.70,104.52
SO - 000438,12-07-2014,67,Wholesale,USD,AXW291,25,21,5,6143.90,30719.50,3071.95
SO - 000439,12-07-2014,104,Distributor,USD,AXW291,26,14,9,2472.30,22250.70,1928.39
SO - 000440,12-07-2014,68,Wholesale,USD,NXH382,57,14,9,3892.70,35034.30,3075.23
SO - 000441,12-07-2014,28,Distributor,USD,GUT930,39,11,10,964.80,9648.00,492.05
SO - 000442,12-07-2014,13,Export,USD,FLR025,62,21,12,3832.40,45988.80,3104.24
SO - 000443,12-07-2014,105,Distributor,USD,GUT930,35,5,6,964.80,5788.80,781.49
SO - 000444,12-07-2014,67,Wholesale,USD,AXW291,22,1,11,1118.90,12307.90,794.42
SO - 000445,12-07-2014,73,Wholesale,USD,NXH382,58,26,6,180.90,1085.40,74.17
SO - 000446,12-07-2014,150,Wholesale,USD,AXW291,18,1,7,844.20,5909.40,346.12
SO - 000447,12-07-2014,148,Export,USD,AXW291,18,14,6,3490.70,20944.20,1780.26
SO - 000448,13-07-2014,23,Distributor,USD,AXW291,12,24,10,1112.20,11122.00,778.54
SO - 000449,13-07-2014,163,Wholesale,USD,AXW291,23,25,7,1072.00,7504.00,568.16
SO - 000450,13-07-2014,47,Wholesale,USD,AXW291,1,25,7,1078.70,7550.90,906.11
SO - 000451,13-07-2014,2,Wholesale,USD,NXH382,49,5,9,5433.70,48903.30,3857.93
SO - 000452,13-07-2014,120,Distributor,USD,NXH382,56,14,6,3906.10,23436.60,3163.94
SO - 000453,13-07-2014,67,Distributor,USD,AXW291,19,26,5,2458.90,12294.50,2090.07
SO - 000454,13-07-2014,141,Export,USD,NXH382,47,25,8,1112.20,8897.60,856.39
SO - 000455,13-07-2014,162,Export,USD,AXW291,27,13,6,1065.30,6391.80,745.71
SO - 000456,13-07-2014,105,Distributor,USD,NXH382,54,14,7,1862.60,13038.20,1359.70
SO - 000457,13-07-2014,162,Wholesale,USD,NXH382,49,12,9,1822.40,16401.60,1184.56
SO - 000458,13-07-2014,107,Distributor,USD,AXW291,29,6,10,1065.30,10653.00,575.26
SO - 000459,13-07-2014,84,Wholesale,USD,AXW291,6,25,5,5875.90,29379.50,4289.41
SO - 000460,13-07-2014,47,Wholesale,USD,AXW291,28,16,5,1728.60,8643.00,708.73
SO - 000461,14-07-2014,27,Distributor,USD,AXW291,23,15,5,3832.40,19162.00,2452.74
SO - 000462,14-07-2014,75,Wholesale,USD,NXH382,47,18,8,1025.10,8200.80,861.08
SO - 000463,14-07-2014,132,Distributor,USD,AXW291,21,2,10,1815.70,18157.00,944.16
SO - 000464,14-07-2014,93,Wholesale,USD,NXH382,53,22,5,3839.10,19195.50,1689.20
SO - 000465,14-07-2014,72,Wholesale,USD,AXW291,11,6,5,2425.40,12127.00,1430.99
SO - 000466,14-07-2014,142,Wholesale,USD,GUT930,40,2,5,3865.90,19329.50,1971.61
SO - 000467,14-07-2014,71,Distributor,USD,FLR025,64,7,8,2653.20,21225.60,1857.24
SO - 000468,14-07-2014,79,Distributor,USD,AXW291,17,28,7,991.60,6941.20,594.96
SO - 000469,14-07-2014,49,Wholesale,USD,FLR025,63,11,8,2512.50,20100.00,2060.25
SO - 000470,15-07-2014,99,Wholesale,USD,AXW291,8,19,11,2613.00,28743.00,1332.63
SO - 000471,15-07-2014,56,Wholesale,USD,FLR025,65,13,7,5721.80,40052.60,3375.86
SO - 000472,15-07-2014,76,Wholesale,USD,GUT930,42,13,12,1768.80,21225.60,831.34
SO - 000473,15-07-2014,63,Export,USD,GUT930,40,11,5,2606.30,13031.50,1251.02
SO - 000474,15-07-2014,80,Export,USD,FLR025,60,5,10,2452.20,24522.00,1569.41
SO - 000475,15-07-2014,88,Wholesale,USD,GUT930,38,5,12,964.80,11577.60,694.66
SO - 000476,16-07-2014,97,Export,USD,AXW291,17,14,11,1125.60,12381.60,562.80
SO - 000477,16-07-2014,48,Distributor,USD,NXH382,57,18,11,857.60,9433.60,548.86
SO - 000478,16-07-2014,31,Wholesale,USD,AXW291,5,6,9,3906.10,35154.90,1796.81
SO - 000479,16-07-2014,36,Export,USD,AXW291,29,20,5,1078.70,5393.50,506.99
SO - 000480,16-07-2014,17,Wholesale,USD,NXH382,51,17,12,2432.10,29185.20,1264.69
SO - 000481,16-07-2014,165,Wholesale,USD,AXW291,17,18,7,958.10,6706.70,536.54
SO - 000482,17-07-2014,93,Wholesale,USD,AXW291,25,2,6,864.30,5185.80,726.01
SO - 000483,17-07-2014,57,Distributor,USD,AXW291,27,1,12,864.30,10371.60,700.08
SO - 000484,17-07-2014,75,Distributor,USD,GUT930,35,4,5,891.10,4455.50,579.22
SO - 000485,17-07-2014,16,Wholesale,USD,AXW291,18,6,6,3979.80,23878.80,2069.50
SO - 000486,17-07-2014,156,Wholesale,USD,GUT930,39,13,5,837.50,4187.50,469.00
SO - 000487,17-07-2014,10,Distributor,USD,AXW291,14,17,9,2318.20,20863.80,1738.65
SO - 000488,17-07-2014,9,Wholesale,USD,AXW291,6,8,7,1822.40,12756.80,801.86
SO - 000489,17-07-2014,5,Distributor,USD,NXH382,60,25,6,1165.80,6994.80,664.51
SO - 000490,17-07-2014,159,Wholesale,USD,AXW291,8,26,7,234.50,1641.50,187.60
SO - 000491,18-07-2014,133,Wholesale,USD,GUT930,44,15,11,2452.20,26974.20,1912.72
SO - 000492,18-07-2014,164,Distributor,USD,FLR025,60,13,11,261.30,2874.30,133.26
SO - 000493,18-07-2014,114,Export,USD,AXW291,16,1,10,1031.80,10318.00,453.99
SO - 000494,18-07-2014,81,Wholesale,USD,FLR025,63,6,8,3082.00,24656.00,1849.20
SO - 000495,18-07-2014,20,Wholesale,USD,NXH382,56,4,11,6405.20,70457.20,3138.55
SO - 000496,18-07-2014,19,Distributor,USD,AXW291,30,19,7,1822.40,12756.80,947.65
SO - 000497,18-07-2014,124,Wholesale,USD,GUT930,33,29,11,1279.70,14076.70,1062.15
SO - 000498,18-07-2014,149,Wholesale,USD,NXH382,51,10,5,3932.90,19664.50,2635.04
SO - 000499,18-07-2014,89,Wholesale,USD,NXH382,56,6,9,201.00,1809.00,80.40
SO - 000500,18-07-2014,80,Wholesale,USD,AXW291,26,26,9,3946.30,35516.70,2131.00
SO - 000501,19-07-2014,56,Wholesale,USD,AXW291,13,3,12,1909.50,22914.00,1317.56
SO - 000502,19-07-2014,49,Distributor,USD,AXW291,22,17,5,2412.00,12060.00,1109.52
SO - 000503,19-07-2014,119,Wholesale,USD,AXW291,28,18,12,964.80,11577.60,675.36
SO - 000504,19-07-2014,146,Wholesale,USD,AXW291,11,18,9,1996.60,17969.40,1457.52
SO - 000505,19-07-2014,132,Wholesale,USD,GUT930,41,21,10,1045.20,10452.00,700.28
SO - 000506,19-07-2014,91,Wholesale,USD,AXW291,7,26,12,3879.30,46551.60,3219.82
SO - 000507,19-07-2014,105,Wholesale,USD,AXW291,14,3,12,5976.40,71716.80,3466.31
SO - 000508,19-07-2014,66,Wholesale,USD,GUT930,46,13,8,2257.90,18063.20,1264.42
SO - 000509,20-07-2014,73,Distributor,USD,GUT930,34,25,10,241.20,2412.00,154.37
SO - 000510,20-07-2014,156,Distributor,USD,AXW291,13,7,6,1983.20,11899.20,793.28
SO - 000511,20-07-2014,112,Export,USD,FLR025,66,20,6,3919.50,23517.00,3331.58
SO - 000512,20-07-2014,14,Distributor,USD,GUT930,32,13,9,241.20,2170.80,135.07
SO - 000513,20-07-2014,26,Distributor,USD,AXW291,1,25,11,3946.30,43409.30,2012.61
SO - 000514,20-07-2014,79,Wholesale,USD,AXW291,29,14,7,3966.40,27764.80,3054.13
SO - 000515,20-07-2014,160,Wholesale,USD,AXW291,20,25,7,1829.10,12803.70,1463.28
SO - 000516,20-07-2014,107,Wholesale,USD,NXH382,50,5,12,2733.60,32803.20,1230.12
SO - 000517,20-07-2014,126,Distributor,USD,NXH382,59,23,9,844.20,7597.80,717.57
SO - 000518,21-07-2014,82,Wholesale,USD,NXH382,55,26,6,6231.00,37386.00,4922.49
SO - 000519,21-07-2014,168,Distributor,USD,AXW291,12,5,10,1159.10,11591.00,614.32
SO - 000520,21-07-2014,76,Wholesale,USD,AXW291,8,29,6,3966.40,23798.40,2379.84
SO - 000521,21-07-2014,103,Wholesale,USD,AXW291,1,28,5,1105.50,5527.50,740.69
SO - 000522,21-07-2014,16,Wholesale,USD,AXW291,11,26,8,1125.60,9004.80,731.64
SO - 000523,21-07-2014,110,Distributor,USD,AXW291,25,15,11,897.80,9875.80,709.26
SO - 000524,21-07-2014,15,Wholesale,USD,AXW291,13,19,5,207.70,1038.50,83.08
SO - 000525,21-07-2014,166,Wholesale,USD,FLR025,65,14,10,3959.70,39597.00,2138.24
SO - 000526,22-07-2014,58,Wholesale,USD,NXH382,58,4,6,1755.40,10532.40,912.81
SO - 000527,22-07-2014,34,Wholesale,USD,GUT930,39,19,7,3001.60,21011.20,1650.88
SO - 000528,22-07-2014,136,Wholesale,USD,NXH382,49,18,7,1031.80,7222.60,464.31
SO - 000529,22-07-2014,169,Export,USD,AXW291,10,26,10,3966.40,39664.00,2776.48
SO - 000530,22-07-2014,45,Distributor,USD,AXW291,18,13,6,1681.70,10090.20,1126.74
SO - 000531,22-07-2014,135,Wholesale,USD,AXW291,2,2,6,1172.50,7035.00,809.03
SO - 000532,22-07-2014,41,Distributor,USD,NXH382,55,15,5,716.90,3584.50,473.15
SO - 000533,22-07-2014,51,Wholesale,USD,NXH382,52,2,6,6465.50,38793.00,3879.30
SO - 000534,22-07-2014,78,Wholesale,USD,NXH382,53,13,11,241.20,2653.20,101.30
SO - 000535,22-07-2014,166,Export,USD,AXW291,22,14,6,1929.60,11577.60,849.02
SO - 000536,22-07-2014,130,Wholesale,USD,AXW291,30,9,12,3953.00,47436.00,3280.99
SO - 000537,23-07-2014,151,Distributor,USD,GUT930,37,28,8,2492.40,19939.20,1320.97
SO - 000538,23-07-2014,118,Export,USD,NXH382,54,1,5,241.20,1206.00,185.72
SO - 000539,23-07-2014,120,Distributor,USD,GUT930,38,19,6,951.40,5708.40,380.56
SO - 000540,23-07-2014,90,Export,USD,AXW291,14,18,10,6217.60,62176.00,5284.96
SO - 000541,23-07-2014,154,Distributor,USD,AXW291,14,15,6,2351.70,14110.20,1246.40
SO - 000542,23-07-2014,158,Distributor,USD,AXW291,25,1,7,1132.30,7926.10,871.87
SO - 000543,23-07-2014,76,Wholesale,USD,GUT930,38,22,6,1145.70,6874.20,607.22
SO - 000544,23-07-2014,41,Wholesale,USD,AXW291,23,10,6,3725.20,22351.20,2048.86
SO - 000545,23-07-2014,15,Wholesale,USD,GUT930,35,29,11,944.70,10391.70,689.63
SO - 000546,23-07-2014,78,Distributor,USD,AXW291,29,8,9,1219.40,10974.60,560.92
SO - 000547,23-07-2014,96,Wholesale,USD,GUT930,38,13,11,1051.90,11570.90,736.33
SO - 000548,23-07-2014,157,Wholesale,USD,AXW291,4,10,10,207.70,2077.00,135.01
SO - 000549,23-07-2014,52,Export,USD,GUT930,37,13,8,1862.60,14900.80,1098.93
SO - 000550,23-07-2014,78,Distributor,USD,AXW291,14,6,12,1889.40,22672.80,1152.53
SO - 000551,23-07-2014,161,Wholesale,USD,FLR025,64,17,6,2653.20,15919.20,2016.43
SO - 000552,23-07-2014,159,Wholesale,USD,FLR025,62,21,9,3953.00,35577.00,1818.38
SO - 000553,23-07-2014,24,Export,USD,FLR025,66,7,12,227.80,2733.60,191.35
SO - 000554,24-07-2014,99,Distributor,USD,NXH382,56,17,12,3879.30,46551.60,1551.72
SO - 000555,24-07-2014,152,Wholesale,USD,AXW291,28,17,5,1045.20,5226.00,804.80
SO - 000556,24-07-2014,65,Wholesale,USD,NXH382,54,30,12,5071.90,60862.80,2535.95
SO - 000557,24-07-2014,14,Wholesale,USD,FLR025,66,26,8,241.20,1929.60,144.72
SO - 000558,24-07-2014,167,Distributor,USD,AXW291,18,6,6,2298.10,13788.60,1539.73
SO - 000559,24-07-2014,47,Distributor,USD,AXW291,12,25,12,3845.80,46149.60,1845.98
SO - 000560,24-07-2014,123,Distributor,USD,GUT930,46,25,8,2425.40,19403.20,1042.92
SO - 000561,25-07-2014,125,Wholesale,USD,AXW291,2,13,7,1206.00,8442.00,663.30
SO - 000562,25-07-2014,76,Distributor,USD,AXW291,23,18,6,221.10,1326.60,179.09
SO - 000563,25-07-2014,170,Wholesale,USD,GUT930,46,15,9,3825.70,34431.30,2563.22
SO - 000564,25-07-2014,77,Wholesale,USD,AXW291,8,15,5,857.60,4288.00,394.50
SO - 000565,25-07-2014,40,Distributor,USD,AXW291,8,3,10,3825.70,38257.00,2563.22
SO - 000566,25-07-2014,168,Wholesale,USD,AXW291,20,29,8,1996.60,15972.80,898.47
SO - 000567,25-07-2014,72,Distributor,USD,AXW291,27,4,8,234.50,1876.00,121.94
SO - 000568,25-07-2014,56,Wholesale,USD,GUT930,37,17,8,1896.10,15168.80,948.05
SO - 000569,26-07-2014,39,Distributor,USD,AXW291,21,20,5,207.70,1038.50,87.23
SO - 000570,26-07-2014,57,Distributor,USD,AXW291,20,3,11,167.50,1842.50,125.63
SO - 000571,26-07-2014,92,Wholesale,USD,NXH382,54,19,10,3986.50,39865.00,2591.23
SO - 000572,26-07-2014,108,Wholesale,USD,AXW291,21,23,7,2546.00,17822.00,1018.40
SO - 000573,26-07-2014,120,Wholesale,USD,AXW291,25,25,9,864.30,7778.70,380.29
SO - 000574,26-07-2014,20,Export,USD,AXW291,27,14,5,1876.00,9380.00,1350.72
SO - 000575,26-07-2014,151,Distributor,USD,NXH382,56,2,7,247.90,1735.30,163.61
SO - 000576,26-07-2014,125,Wholesale,USD,AXW291,28,15,6,5051.80,30310.80,3435.22
SO - 000577,26-07-2014,49,Export,USD,NXH382,48,17,5,1011.70,5058.50,667.72
SO - 000578,26-07-2014,159,Distributor,USD,GUT930,44,2,9,1862.60,16763.40,1247.94
SO - 000579,26-07-2014,2,Export,USD,AXW291,27,13,8,1246.20,9969.60,660.49
SO - 000580,27-07-2014,164,Export,USD,FLR025,63,3,7,1688.40,11818.80,1215.65
SO - 000581,27-07-2014,149,Wholesale,USD,GUT930,43,4,5,5916.10,29580.50,4673.72
SO - 000582,27-07-2014,127,Wholesale,USD,GUT930,35,10,9,5132.20,46189.80,2771.39
SO - 000583,27-07-2014,37,Distributor,USD,AXW291,15,30,8,1118.90,8951.20,839.18
SO - 000584,27-07-2014,109,Export,USD,GUT930,39,18,11,5835.70,64192.70,3968.28
SO - 000585,27-07-2014,35,Wholesale,USD,NXH382,50,7,9,6036.70,54330.30,3139.08
SO - 000586,27-07-2014,130,Distributor,USD,AXW291,31,14,8,1031.80,8254.40,825.44
SO - 000587,27-07-2014,45,Wholesale,USD,FLR025,60,14,10,5956.30,59563.00,4407.66
SO - 000588,27-07-2014,80,Distributor,USD,AXW291,19,2,6,3932.90,23597.40,2989.00
SO - 000589,27-07-2014,14,Wholesale,USD,GUT930,45,14,6,5889.30,35335.80,4416.98
SO - 000590,27-07-2014,41,Export,USD,NXH382,59,14,7,2458.90,17212.30,1647.46
SO - 000591,27-07-2014,110,Wholesale,USD,AXW291,19,27,6,3912.80,23476.80,2034.66
SO - 000592,28-07-2014,7,Wholesale,USD,AXW291,25,7,5,5668.20,28341.00,3570.97
SO - 000593,28-07-2014,85,Wholesale,USD,AXW291,1,4,8,5547.60,44380.80,4216.18
SO - 000594,29-07-2014,137,Export,USD,AXW291,20,15,10,201.00,2010.00,96.48
SO - 000595,29-07-2014,157,Wholesale,USD,FLR025,65,12,9,247.90,2231.10,198.32
SO - 000596,29-07-2014,128,Distributor,USD,NXH382,51,15,6,3859.20,23155.20,3125.95
SO - 000597,29-07-2014,29,Wholesale,USD,GUT930,39,13,10,5487.30,54873.00,3127.76
SO - 000598,29-07-2014,128,Wholesale,USD,GUT930,40,6,11,1809.00,19899.00,1157.76
SO - 000599,30-07-2014,62,Export,USD,AXW291,18,2,7,2405.30,16837.10,1731.82
SO - 000600,30-07-2014,126,Wholesale,USD,GUT930,34,19,8,790.60,6324.80,672.01
SO - 000601,30-07-2014,65,Distributor,USD,NXH382,53,13,7,3202.60,22418.20,2177.77
SO - 000602,30-07-2014,153,Wholesale,USD,NXH382,57,16,12,1058.60,12703.20,645.75
SO - 000603,30-07-2014,159,Wholesale,USD,AXW291,7,26,9,1768.80,15919.20,778.27
SO - 000604,30-07-2014,60,Export,USD,GUT930,36,14,7,971.50,6800.50,534.33
SO - 000605,30-07-2014,154,Distributor,USD,AXW291,28,17,5,938.00,4690.00,478.38
SO - 000606,30-07-2014,76,Wholesale,USD,AXW291,5,13,9,958.10,8622.90,756.90
SO - 000607,30-07-2014,38,Wholesale,USD,AXW291,30,2,8,3705.10,29640.80,2111.91
SO - 000608,31-07-2014,120,Wholesale,USD,GUT930,47,3,12,1025.10,12301.20,686.82
SO - 000609,31-07-2014,47,Export,USD,GUT930,33,4,6,2592.90,15557.40,1711.31
SO - 000610,31-07-2014,43,Wholesale,USD,AXW291,27,4,11,3865.90,42524.90,3054.06
SO - 000611,31-07-2014,16,Wholesale,USD,FLR025,63,25,6,5634.70,33808.20,4226.03
SO - 000612,31-07-2014,69,Wholesale,USD,FLR025,65,7,10,971.50,9715.00,621.76
SO - 000613,01-08-2014,74,Distributor,USD,GUT930,40,4,11,1051.90,11570.90,694.25
SO - 000614,01-08-2014,38,Wholesale,USD,GUT930,36,1,5,1051.90,5259.50,683.74
SO - 000615,01-08-2014,21,Export,USD,GUT930,41,21,12,1139.00,13668.00,854.25
SO - 000616,01-08-2014,130,Distributor,USD,AXW291,6,25,7,5849.10,40943.70,3041.53
SO - 000617,01-08-2014,54,Export,USD,AXW291,13,15,10,2264.60,22646.00,1222.88
SO - 000618,01-08-2014,4,Export,USD,AXW291,19,25,9,1125.60,10130.40,889.22
SO - 000619,01-08-2014,101,Distributor,USD,AXW291,2,29,8,1078.70,8629.60,755.09
SO - 000620,01-08-2014,173,Wholesale,USD,AXW291,11,15,11,2405.30,26458.30,1635.60
SO - 000621,01-08-2014,170,Export,USD,AXW291,28,2,7,1072.00,7504.00,707.52
SO - 000622,02-08-2014,14,Export,USD,GUT930,37,18,11,5808.90,63897.90,3369.16
SO - 000623,02-08-2014,96,Distributor,USD,GUT930,37,11,8,3926.20,31409.60,1845.31
SO - 000624,02-08-2014,164,Wholesale,USD,NXH382,52,8,11,201.00,2211.00,160.80
SO - 000625,02-08-2014,143,Wholesale,USD,AXW291,3,20,5,1882.70,9413.50,1430.85
SO - 000626,02-08-2014,126,Distributor,USD,AXW291,27,13,8,2532.60,20260.80,1089.02
SO - 000627,02-08-2014,57,Wholesale,USD,AXW291,4,13,6,207.70,1246.20,135.01
SO - 000628,02-08-2014,133,Distributor,USD,AXW291,21,5,9,241.20,2170.80,180.90
SO - 000629,02-08-2014,23,Wholesale,USD,GUT930,40,26,7,1152.40,8066.80,507.06
SO - 000630,03-08-2014,117,Wholesale,USD,GUT930,35,4,7,3879.30,27155.10,2288.79
SO - 000631,03-08-2014,9,Wholesale,USD,GUT930,40,13,7,3865.90,27061.30,3170.04
SO - 000632,03-08-2014,16,Distributor,USD,AXW291,22,18,8,1835.80,14686.40,1248.34
SO - 000633,03-08-2014,145,Wholesale,USD,FLR025,61,16,5,234.50,1172.50,180.57
SO - 000634,03-08-2014,129,Wholesale,USD,NXH382,51,23,5,757.10,3785.50,507.26
SO - 000635,03-08-2014,108,Wholesale,USD,GUT930,39,3,10,1005.00,10050.00,703.50
SO - 000636,04-08-2014,61,Distributor,USD,AXW291,29,11,10,6391.80,63918.00,5113.44
SO - 000637,04-08-2014,84,Wholesale,USD,NXH382,49,1,5,2740.30,13701.50,1123.52
SO - 000638,04-08-2014,136,Distributor,USD,AXW291,11,25,5,924.60,4623.00,536.27
SO - 000639,04-08-2014,136,Distributor,USD,AXW291,4,26,11,1031.80,11349.80,505.58
SO - 000640,04-08-2014,53,Wholesale,USD,AXW291,17,9,12,1098.80,13185.60,769.16
SO - 000641,04-08-2014,101,Wholesale,USD,NXH382,51,5,5,1132.30,5661.50,713.35
SO - 000642,04-08-2014,153,Wholesale,USD,FLR025,63,27,6,2465.60,14793.60,1602.64
SO - 000643,04-08-2014,99,Distributor,USD,AXW291,23,5,7,1005.00,7035.00,462.30
SO - 000644,05-08-2014,160,Wholesale,USD,GUT930,46,14,9,1246.20,11215.80,1021.88
SO - 000645,05-08-2014,7,Distributor,USD,NXH382,53,13,5,1025.10,5125.50,809.83
SO - 000646,05-08-2014,145,Distributor,USD,AXW291,3,11,11,1902.80,20930.80,1084.60
SO - 000647,05-08-2014,163,Wholesale,USD,NXH382,53,29,8,3738.60,29908.80,2056.23
SO - 000648,05-08-2014,73,Wholesale,USD,GUT930,32,17,7,1996.60,13976.20,1237.89
SO - 000649,05-08-2014,174,Distributor,USD,AXW291,14,15,6,2331.60,13989.60,1818.65
SO - 000650,05-08-2014,143,Export,USD,GUT930,40,3,5,1078.70,5393.50,701.16
SO - 000651,05-08-2014,108,Distributor,USD,FLR025,60,26,10,1788.90,17889.00,1216.45
SO - 000652,05-08-2014,111,Wholesale,USD,FLR025,63,1,9,241.20,2170.80,161.60
SO - 000653,05-08-2014,138,Distributor,USD,GUT930,44,25,12,1159.10,13909.20,533.19
SO - 000654,05-08-2014,68,Wholesale,USD,AXW291,1,22,11,1051.90,11570.90,515.43
SO - 000655,05-08-2014,54,Wholesale,USD,GUT930,44,6,7,5969.70,41787.90,3343.03
SO - 000656,05-08-2014,97,Wholesale,USD,FLR025,64,27,11,3919.50,43114.50,2508.48
SO - 000657,05-08-2014,41,Export,USD,AXW291,1,14,10,1118.90,11189.00,492.32
SO - 000658,05-08-2014,112,Export,USD,FLR025,63,23,5,1118.90,5594.50,570.64
SO - 000659,05-08-2014,6,Wholesale,USD,AXW291,5,13,9,5427.00,48843.00,3744.63
SO - 000660,05-08-2014,33,Wholesale,USD,AXW291,20,6,5,3725.20,18626.00,2570.39
